ID,CNumber,Target,Screen Conc(0.001),% Activity Remaining,Standard Deviation,Screen Conc(0.01),% Activity Remaining,Standard Deviation,Screen Conc(0.1),% Activity Remaining,Standard Deviation,Screen Conc(0.1-1.0),% Activity Remaining,Standard Deviation,Screen Conc(1.0),% Activity Remaining,Standard Deviation,Screen Conc(1.0-5.0),% Activity Remaining,Standard Deviation,Screen Conc(5.0-10.0),% Activity Remaining,Standard Deviation,Screen Conc(10.0),% Activity Remaining,Standard Deviation,Screen Conc(10.0-25.0),% Activity Remaining,Standard Deviation,Screen Conc(25.0),% Activity Remaining,Standard Deviation,Screen Conc(25.0-50.0),% Activity Remaining,Standard Deviation,Screen Conc(50.0),% Activity Remaining,Standard Deviation,Screen Conc(100.0),% Activity Remaining,Standard Deviation,Screen Conc(>100.0),% Activity Remaining,Standard Deviation
12974,180,MNK1,,,,,,,0.1,82,6,,,,1.0,63,8,,,,,,,10.0,39,8,,,,,,,,,,,,,,,,,,
12975,180,MARK4,,,,,,,0.1,75,9,,,,1.0,58,1,,,,,,,10.0,24,6,,,,,,,,,,,,,,,,,,
12976,180,MNK2,,,,,,,0.1,90,16,,,,1.0,60,18,,,,,,,10.0,34,1,,,,,,,,,,,,,,,,,,
12977,180,BRSK1,,,,,,,0.1,88,7,,,,1.0,85,0,,,,,,,10.0,57,3,,,,,,,,,,,,,,,,,,
12978,180,MAPKAP-K2 ,,,,,,,0.1,81,5,,,,1.0,91,12,,,,,,,10.0,73,0,,,,,,,,,,,,,,,,,,
12979,180,BRSK2,,,,,,,0.1,88,4,,,,1.0,68,7,,,,,,,10.0,20,4,,,,,,,,,,,,,,,,,,
12980,180,MAPKAP-K3,,,,,,,0.1,80,11,,,,1.0,79,14,,,,,,,10.0,86,2,,,,,,,,,,,,,,,,,,
12981,180,MELK,,,,,,,0.1,81,15,,,,1.0,54,5,,,,,,,10.0,18,2,,,,,,,,,,,,,,,,,,
12982,180,PRAK,,,,,,,0.1,89,2,,,,1.0,100,1,,,,,,,10.0,60,9,,,,,,,,,,,,,,,,,,
12983,180,NUAK1,,,,,,,0.1,57,11,,,,1.0,17,3,,,,,,,10.0,5,1,,,,,,,,,,,,,,,,,,
12984,180,CAMKK beta ,,,,,,,0.1,43,9,,,,1.0,13,1,,,,,,,10.0,8,1,,,,,,,,,,,,,,,,,,
12985,180,CK1 delta ,,,,,,,0.1,91,4,,,,1.0,69,2,,,,,,,10.0,22,1,,,,,,,,,,,,,,,,,,
12986,180,CAMK1,,,,,,,0.1,86,15,,,,1.0,85,5,,,,,,,10.0,45,3,,,,,,,,,,,,,,,,,,
12987,180,CK2,,,,,,,0.1,90,9,,,,1.0,89,1,,,,,,,10.0,81,9,,,,,,,,,,,,,,,,,,
12988,180,SmMLCK,,,,,,,0.1,104,12,,,,1.0,107,7,,,,,,,10.0,60,3,,,,,,,,,,,,,,,,,,
12989,180,DYRK1A,,,,,,,0.1,75,1,,,,1.0,40,2,,,,,,,10.0,9,0,,,,,,,,,,,,,,,,,,
12990,180,PHK,,,,,,,0.1,85,12,,,,1.0,60,5,,,,,,,10.0,21,1,,,,,,,,,,,,,,,,,,
12991,180,DYRK2,,,,,,,0.1,108,4,,,,1.0,107,2,,,,,,,10.0,77,7,,,,,,,,,,,,,,,,,,
12992,180,DAPK1,,,,,,,0.1,89,6,,,,1.0,91,5,,,,,,,10.0,72,15,,,,,,,,,,,,,,,,,,
12993,180,DYRK3,,,,,,,0.1,86,9,,,,1.0,89,3,,,,,,,10.0,81,34,,,,,,,,,,,,,,,,,,
12994,180,CHK1,,,,,,,0.1,101,3,,,,1.0,109,9,,,,,,,10.0,96,8,,,,,,,,,,,,,,,,,,
12995,180,NEK2a,,,,,,,0.1,118,13,,,,1.0,119,14,,,,,,,10.0,79,6,,,,,,,,,,,,,,,,,,
12996,180,CHK2,,,,,,,0.1,99,5,,,,1.0,103,2,,,,,,,10.0,59,1,,,,,,,,,,,,,,,,,,
12997,180,NEK6,,,,,,,0.1,80,8,,,,1.0,83,0,,,,,,,10.0,88,5,,,,,,,,,,,,,,,,,,
12998,180,GSK3 beta ,,,,,,,0.1,81,6,,,,1.0,83,1,,,,,,,10.0,62,7,,,,,,,,,,,,,,,,,,
12999,180,IKK beta ,,,,,,,0.1,81,26,,,,1.0,98,15,,,,,,,10.0,83,1,,,,,,,,,,,,,,,,,,
13000,180,CDK2-Cyclin A,,,,,,,0.1,84,1,,,,1.0,84,11,,,,,,,10.0,34,5,,,,,,,,,,,,,,,,,,
13001,180,IKK epsilon ,,,,,,,0.1,87,1,,,,1.0,89,1,,,,,,,10.0,56,3,,,,,,,,,,,,,,,,,,
13002,180,PLK1,,,,,,,0.1,97,8,,,,1.0,100,1,,,,,,,10.0,91,1,,,,,,,,,,,,,,,,,,
13003,180,TBK1,,,,,,,0.1,74,5,,,,1.0,62,5,,,,,,,10.0,26,0,,,,,,,,,,,,,,,,,,
13004,180,Aurora A,,,,,,,0.1,100,10,,,,1.0,91,1,,,,,,,10.0,56,0,,,,,,,,,,,,,,,,,,
13005,180,PIM1,,,,,,,0.1,83,11,,,,1.0,83,8,,,,,,,10.0,82,7,,,,,,,,,,,,,,,,,,
13006,180,Aurora B,,,,,,,0.1,95,3,,,,1.0,76,7,,,,,,,10.0,47,1,,,,,,,,,,,,,,,,,,
13007,180,PIM2,,,,,,,0.1,98,1,,,,1.0,104,3,,,,,,,10.0,92,6,,,,,,,,,,,,,,,,,,
13008,180,PIM3,,,,,,,0.1,105,6,,,,1.0,103,12,,,,,,,10.0,84,4,,,,,,,,,,,,,,,,,,
13009,180,SRPK1,,,,,,,0.1,95,15,,,,1.0,116,1,,,,,,,10.0,79,6,,,,,,,,,,,,,,,,,,
13010,180,EF2K,,,,,,,0.1,95,16,,,,1.0,96,6,,,,,,,10.0,79,3,,,,,,,,,,,,,,,,,,
13011,180,HIPK1,,,,,,,0.1,97,1,,,,1.0,99,3,,,,,,,10.0,85,6,,,,,,,,,,,,,,,,,,
13012,180,HIPK2,,,,,,,0.1,93,2,,,,1.0,91,2,,,,,,,10.0,56,14,,,,,,,,,,,,,,,,,,
13013,180,HIPK3,,,,,,,0.1,104,5,,,,1.0,111,23,,,,,,,10.0,90,1,,,,,,,,,,,,,,,,,,
13014,180,CLK2,,,,,,,0.1,67,3,,,,1.0,21,1,,,,,,,10.0,5,1,,,,,,,,,,,,,,,,,,
13015,180,PAK2,,,,,,,0.1,100,3,,,,1.0,108,20,,,,,,,10.0,94,0,,,,,,,,,,,,,,,,,,
13016,180,PAK4,,,,,,,0.1,82,2,,,,1.0,94,1,,,,,,,10.0,62,4,,,,,,,,,,,,,,,,,,
13017,180,PAK5,,,,,,,0.1,95,14,,,,1.0,82,7,,,,,,,10.0,72,8,,,,,,,,,,,,,,,,,,
13018,180,PAK6,,,,,,,0.1,108,7,,,,1.0,107,5,,,,,,,10.0,100,1,,,,,,,,,,,,,,,,,,
13019,180,MST2,,,,,,,0.1,102,7,,,,1.0,104,4,,,,,,,10.0,76,2,,,,,,,,,,,,,,,,,,
13020,180,MST4,,,,,,,0.1,105,0,,,,1.0,123,16,,,,,,,10.0,181,8,,,,,,,,,,,,,,,,,,
13021,180,GCK,,,,,,,0.1,37,3,,,,1.0,11,1,,,,,,,10.0,3,0,,,,,,,,,,,,,,,,,,
13022,180,MINK1,,,,,,,0.1,74,3,,,,1.0,15,2,,,,,,,10.0,4,2,,,,,,,,,,,,,,,,,,
13023,180,MEKK1,,,,,,,0.1,90,4,,,,1.0,83,7,,,,,,,10.0,60,9,,,,,,,,,,,,,,,,,,
13024,180,MLK1,,,,,,,0.1,104,2,,,,1.0,70,5,,,,,,,10.0,60,63,,,,,,,,,,,,,,,,,,
13025,180,MLK3,,,,,,,0.1,86,1,,,,1.0,33,2,,,,,,,10.0,8,0,,,,,,,,,,,,,,,,,,
13026,180,TAO1,,,,,,,0.1,102,1,,,,1.0,110,1,,,,,,,10.0,79,11,,,,,,,,,,,,,,,,,,
13027,180,ASK1,,,,,,,0.1,93,6,,,,1.0,90,9,,,,,,,10.0,91,10,,,,,,,,,,,,,,,,,,
13028,180,TAK1,,,,,,,0.1,84,6,,,,1.0,44,3,,,,,,,10.0,13,5,,,,,,,,,,,,,,,,,,
13029,180,IRAK4,,,,,,,0.1,88,9,,,,1.0,91,1,,,,,,,10.0,53,0,,,,,,,,,,,,,,,,,,
13030,180,RIPK2,,,,,,,0.1,52,2,,,,1.0,2,0,,,,,,,10.0,3,1,,,,,,,,,,,,,,,,,,
13031,180,TTK,,,,,,,0.1,89,4,,,,1.0,101,4,,,,,,,10.0,61,1,,,,,,,,,,,,,,,,,,
13032,180,MPSK1,,,,,,,0.1,97,7,,,,1.0,98,2,,,,,,,10.0,84,2,,,,,,,,,,,,,,,,,,
13033,180,Src,,,,,,,0.1,94,20,,,,1.0,52,1,,,,,,,10.0,16,3,,,,,,,,,,,,,,,,,,
13034,180,Lck,,,,,,,0.1,81,2,,,,1.0,40,3,,,,,,,10.0,7,1,,,,,,,,,,,,,,,,,,
13035,180,CSK,,,,,,,0.1,95,11,,,,1.0,103,5,,,,,,,10.0,72,6,,,,,,,,,,,,,,,,,,
13036,180,YES1,,,,,,,0.1,73,4,,,,1.0,21,1,,,,,,,10.0,7,3,,,,,,,,,,,,,,,,,,
13037,180,ABL,,,,,,,0.1,43,2,,,,1.0,6,0,,,,,,,10.0,4,4,,,,,,,,,,,,,,,,,,
13038,180,BTK,,,,,,,0.1,111,5,,,,1.0,94,1,,,,,,,10.0,52,3,,,,,,,,,,,,,,,,,,
13039,180,JAK2,,,,,,,0.1,100,7,,,,1.0,104,14,,,,,,,10.0,79,5,,,,,,,,,,,,,,,,,,
13040,180,SYK,,,,,,,0.1,82,8,,,,1.0,80,5,,,,,,,10.0,36,7,,,,,,,,,,,,,,,,,,
13041,180,ZAP70,,,,,,,0.1,86,5,,,,1.0,69,3,,,,,,,10.0,101,9,,,,,,,,,,,,,,,,,,
13042,180,TIE2,,,,,,,0.1,102,10,,,,1.0,86,11,,,,,,,10.0,30,6,,,,,,,,,,,,,,,,,,
13043,180,BRK,,,,,,,0.1,78,1,,,,1.0,21,0,,,,,,,10.0,5,0,,,,,,,,,,,,,,,,,,
13044,180,EPH-A2,,,,,,,0.1,81,15,,,,1.0,81,5,,,,,,,10.0,50,9,,,,,,,,,,,,,,,,,,
13045,180,EPH-A4,,,,,,,0.1,84,6,,,,1.0,83,3,,,,,,,10.0,57,10,,,,,,,,,,,,,,,,,,
13046,180,EPH-B1,,,,,,,0.1,117,13,,,,1.0,116,21,,,,,,,10.0,100,11,,,,,,,,,,,,,,,,,,
13047,180,EPH-B2,,,,,,,0.1,108,6,,,,1.0,80,8,,,,,,,10.0,37,9,,,,,,,,,,,,,,,,,,
13048,180,EPH-B3,,,,,,,0.1,88,12,,,,1.0,75,1,,,,,,,10.0,48,7,,,,,,,,,,,,,,,,,,
13049,180,EPH-B4,,,,,,,0.1,96,6,,,,1.0,89,8,,,,,,,10.0,46,2,,,,,,,,,,,,,,,,,,
13050,180,FGF-R1,,,,,,,0.1,69,1,,,,1.0,20,5,,,,,,,10.0,8,3,,,,,,,,,,,,,,,,,,
13051,180,HER4,,,,,,,0.1,88,13,,,,1.0,76,9,,,,,,,10.0,56,4,,,,,,,,,,,,,,,,,,
13052,180,IGF-1R,,,,,,,0.1,112,12,,,,1.0,99,17,,,,,,,10.0,89,5,,,,,,,,,,,,,,,,,,
13053,180,IR,,,,,,,0.1,105,5,,,,1.0,107,2,,,,,,,10.0,93,4,,,,,,,,,,,,,,,,,,
13054,180,IRR,,,,,,,0.1,82,7,,,,1.0,68,8,,,,,,,10.0,37,1,,,,,,,,,,,,,,,,,,
13055,180,TrkA,,,,,,,0.1,87,7,,,,1.0,71,2,,,,,,,10.0,38,0,,,,,,,,,,,,,,,,,,
13056,180,VEGFR1,,,,,,,0.1,48,5,,,,1.0,48,57,,,,,,,10.0,0,0,,,,,,,,,,,,,,,,,,
13057,180,MKK1,,,,,,,0.1,98,4,,,,1.0,93,4,,,,,,,10.0,67,1,,,,,,,,,,,,,,,,,,
13058,180,MKK2,,,,,,,0.1,88,6,,,,1.0,91,6,,,,,,,10.0,52,9,,,,,,,,,,,,,,,,,,
13059,180,MKK6,,,,,,,0.1,87,5,,,,1.0,89,5,,,,,,,10.0,104,1,,,,,,,,,,,,,,,,,,
13060,180,ERK1,,,,,,,0.1,89,8,,,,1.0,97,4,,,,,,,10.0,90,1,,,,,,,,,,,,,,,,,,
13061,180,ERK2,,,,,,,0.1,89,15,,,,1.0,89,13,,,,,,,10.0,107,4,,,,,,,,,,,,,,,,,,
13062,180,JNK1,,,,,,,0.1,89,7,,,,1.0,101,0,,,,,,,10.0,78,2,,,,,,,,,,,,,,,,,,
13063,180,JNK2,,,,,,,0.1,88,5,,,,1.0,103,11,,,,,,,10.0,83,9,,,,,,,,,,,,,,,,,,
13064,180,JNK3,,,,,,,0.1,98,4,,,,1.0,97,7,,,,,,,10.0,94,5,,,,,,,,,,,,,,,,,,
13065,180,p38 alpha MAPK,,,,,,,0.1,78,13,,,,1.0,84,2,,,,,,,10.0,75,4,,,,,,,,,,,,,,,,,,
13066,180,p38 beta MAPK,,,,,,,0.1,89,22,,,,1.0,104,2,,,,,,,10.0,96,3,,,,,,,,,,,,,,,,,,
13067,180,p38 gamma MAPK,,,,,,,0.1,78,11,,,,1.0,79,9,,,,,,,10.0,93,22,,,,,,,,,,,,,,,,,,
13068,180,p38 delta MAPK,,,,,,,0.1,89,0,,,,1.0,110,8,,,,,,,10.0,72,3,,,,,,,,,,,,,,,,,,
13069,180,ERK8,,,,,,,0.1,87,1,,,,1.0,49,6,,,,,,,10.0,11,1,,,,,,,,,,,,,,,,,,
13070,180,RSK1,,,,,,,0.1,86,0,,,,1.0,79,6,,,,,,,10.0,29,3,,,,,,,,,,,,,,,,,,
13071,180,RSK2,,,,,,,0.1,73,8,,,,1.0,69,5,,,,,,,10.0,57,4,,,,,,,,,,,,,,,,,,
13072,180,PDK1,,,,,,,0.1,85,6,,,,1.0,97,8,,,,,,,10.0,107,3,,,,,,,,,,,,,,,,,,
13073,180,PKB alpha ,,,,,,,0.1,102,8,,,,1.0,103,17,,,,,,,10.0,81,25,,,,,,,,,,,,,,,,,,
13074,180,PKB beta ,,,,,,,0.1,77,3,,,,1.0,91,4,,,,,,,10.0,58,3,,,,,,,,,,,,,,,,,,
13075,180,SGK1,,,,,,,0.1,62,10,,,,1.0,79,5,,,,,,,10.0,70,4,,,,,,,,,,,,,,,,,,
13076,180,S6K1,,,,,,,0.1,110,20,,,,1.0,92,7,,,,,,,10.0,84,1,,,,,,,,,,,,,,,,,,
13077,180,PKA,,,,,,,0.1,99,3,,,,1.0,101,0,,,,,,,10.0,94,7,,,,,,,,,,,,,,,,,,
13078,180,ROCK 2,,,,,,,0.1,98,1,,,,1.0,86,7,,,,,,,10.0,85,4,,,,,,,,,,,,,,,,,,
13079,180,PRK2,,,,,,,0.1,65,6,,,,1.0,69,2,,,,,,,10.0,37,0,,,,,,,,,,,,,,,,,,
13080,180,PKC alpha ,,,,,,,0.1,92,10,,,,1.0,96,4,,,,,,,10.0,88,6,,,,,,,,,,,,,,,,,,
13081,298,HER4,,,,,,,,,,,,,1.0,129,3,,,,,,,10.0,104,1,,,,,,,,,,,,,,,,,,
13082,298,IGF-1R,,,,,,,,,,,,,1.0,113,20,,,,,,,10.0,130,21,,,,,,,,,,,,,,,,,,
13083,298,IR,,,,,,,,,,,,,1.0,89,2,,,,,,,10.0,109,21,,,,,,,,,,,,,,,,,,
13084,298,IRR,,,,,,,,,,,,,1.0,97,4,,,,,,,10.0,97,9,,,,,,,,,,,,,,,,,,
13085,298,TrkA,,,,,,,,,,,,,1.0,98,9,,,,,,,10.0,87,4,,,,,,,,,,,,,,,,,,
13086,298,DDR2,,,,,,,,,,,,,1.0,107,3,,,,,,,10.0,116,1,,,,,,,,,,,,,,,,,,
13087,298,VEGFR1,,,,,,,,,,,,,1.0,99,18,,,,,,,10.0,93,13,,,,,,,,,,,,,,,,,,
13088,298,PDGFRA,,,,,,,,,,,,,1.0,105,18,,,,,,,10.0,114,7,,,,,,,,,,,,,,,,,,
13089,298,PINK,,,,,,,,,,,,,1.0,102,30,,,,,,,10.0,87,1,,,,,,,,,,,,,,,,,,
13090,298,MKK1,,,,,,,,,,,,,1.0,103,3,,,,,,,10.0,109,14,,,,,,,,,,,,,,,,,,
13091,298,MKK2,,,,,,,,,,,,,1.0,101,5,,,,,,,10.0,107,7,,,,,,,,,,,,,,,,,,
13092,298,MKK6,,,,,,,,,,,,,1.0,92,7,,,,,,,10.0,99,6,,,,,,,,,,,,,,,,,,
13093,298,ERK1,,,,,,,,,,,,,1.0,102,2,,,,,,,10.0,103,1,,,,,,,,,,,,,,,,,,
13094,298,ERK2,,,,,,,,,,,,,1.0,94,15,,,,,,,10.0,122,26,,,,,,,,,,,,,,,,,,
13095,298,ERK5,,,,,,,,,,,,,1.0,102,11,,,,,,,10.0,94,0,,,,,,,,,,,,,,,,,,
13096,298,JNK1,,,,,,,,,,,,,1.0,88,2,,,,,,,10.0,93,3,,,,,,,,,,,,,,,,,,
13097,298,JNK2,,,,,,,,,,,,,1.0,108,10,,,,,,,10.0,120,12,,,,,,,,,,,,,,,,,,
13098,298,JNK3,,,,,,,,,,,,,1.0,96,7,,,,,,,10.0,105,9,,,,,,,,,,,,,,,,,,
13099,298,p38 alpha MAPK,,,,,,,,,,,,,1.0,106,11,,,,,,,10.0,107,17,,,,,,,,,,,,,,,,,,
13100,298,p38 beta MAPK,,,,,,,,,,,,,1.0,106,19,,,,,,,10.0,113,10,,,,,,,,,,,,,,,,,,
13101,298,p38 gamma MAPK,,,,,,,,,,,,,1.0,108,4,,,,,,,10.0,99,5,,,,,,,,,,,,,,,,,,
13102,298,p38 delta MAPK,,,,,,,,,,,,,1.0,95,7,,,,,,,10.0,93,13,,,,,,,,,,,,,,,,,,
13103,298,ERK8,,,,,,,,,,,,,1.0,85,12,,,,,,,10.0,90,7,,,,,,,,,,,,,,,,,,
13104,298,RSK1,,,,,,,,,,,,,1.0,114,2,,,,,,,10.0,114,4,,,,,,,,,,,,,,,,,,
13105,298,RSK2,,,,,,,,,,,,,1.0,115,13,,,,,,,10.0,94,5,,,,,,,,,,,,,,,,,,
13106,298,PDK1,,,,,,,,,,,,,1.0,91,3,,,,,,,10.0,105,6,,,,,,,,,,,,,,,,,,
13107,298,PKB alpha ,,,,,,,,,,,,,1.0,102,3,,,,,,,10.0,103,2,,,,,,,,,,,,,,,,,,
13108,298,PKB beta ,,,,,,,,,,,,,1.0,126,7,,,,,,,10.0,114,4,,,,,,,,,,,,,,,,,,
13109,298,SGK1,,,,,,,,,,,,,1.0,104,3,,,,,,,10.0,106,3,,,,,,,,,,,,,,,,,,
13110,298,S6K1,,,,,,,,,,,,,1.0,95,2,,,,,,,10.0,98,1,,,,,,,,,,,,,,,,,,
13111,298,PKA,,,,,,,,,,,,,1.0,97,0,,,,,,,10.0,89,4,,,,,,,,,,,,,,,,,,
13112,298,ROCK 2,,,,,,,,,,,,,1.0,105,7,,,,,,,10.0,90,8,,,,,,,,,,,,,,,,,,
13113,298,PRK2,,,,,,,,,,,,,1.0,108,4,,,,,,,10.0,105,13,,,,,,,,,,,,,,,,,,
13114,298,PKC alpha ,,,,,,,,,,,,,1.0,98,3,,,,,,,10.0,105,14,,,,,,,,,,,,,,,,,,
13115,298,PKC gamma ,,,,,,,,,,,,,1.0,107,3,,,,,,,10.0,98,12,,,,,,,,,,,,,,,,,,
13116,298,PKC zeta ,,,,,,,,,,,,,1.0,101,1,,,,,,,10.0,119,13,,,,,,,,,,,,,,,,,,
13117,298,PKD1,,,,,,,,,,,,,1.0,122,11,,,,,,,10.0,139,24,,,,,,,,,,,,,,,,,,
13118,298,STK33,,,,,,,,,,,,,1.0,106,17,,,,,,,10.0,104,11,,,,,,,,,,,,,,,,,,
13119,298,MSK1,,,,,,,,,,,,,1.0,92,8,,,,,,,10.0,98,5,,,,,,,,,,,,,,,,,,
13120,298,MNK1,,,,,,,,,,,,,1.0,100,11,,,,,,,10.0,98,10,,,,,,,,,,,,,,,,,,
13121,298,MNK2,,,,,,,,,,,,,1.0,106,11,,,,,,,10.0,109,13,,,,,,,,,,,,,,,,,,
13122,298,MAPKAP-K2 ,,,,,,,,,,,,,1.0,87,3,,,,,,,10.0,92,0,,,,,,,,,,,,,,,,,,
13123,298,MAPKAP-K3,,,,,,,,,,,,,1.0,98,3,,,,,,,10.0,94,12,,,,,,,,,,,,,,,,,,
13124,298,PRAK,,,,,,,,,,,,,1.0,80,13,,,,,,,10.0,73,2,,,,,,,,,,,,,,,,,,
13125,298,CAMKK beta ,,,,,,,,,,,,,1.0,88,4,,,,,,,10.0,91,6,,,,,,,,,,,,,,,,,,
13126,298,CAMK1,,,,,,,,,,,,,1.0,100,8,,,,,,,10.0,102,2,,,,,,,,,,,,,,,,,,
13127,298,SmMLCK,,,,,,,,,,,,,1.0,118,6,,,,,,,10.0,132,13,,,,,,,,,,,,,,,,,,
13128,298,PHK,,,,,,,,,,,,,1.0,87,9,,,,,,,10.0,93,5,,,,,,,,,,,,,,,,,,
13129,298,DAPK1,,,,,,,,,,,,,1.0,83,7,,,,,,,10.0,83,12,,,,,,,,,,,,,,,,,,
13130,298,CHK1,,,,,,,,,,,,,1.0,104,1,,,,,,,10.0,101,8,,,,,,,,,,,,,,,,,,
13131,298,CHK2,,,,,,,,,,,,,1.0,105,11,,,,,,,10.0,108,11,,,,,,,,,,,,,,,,,,
13132,298,GSK3 beta ,,,,,,,,,,,,,1.0,116,5,,,,,,,10.0,128,19,,,,,,,,,,,,,,,,,,
13133,298,CDK2-Cyclin A,,,,,,,,,,,,,1.0,112,2,,,,,,,10.0,96,2,,,,,,,,,,,,,,,,,,
13134,298,CDK9-Cyclin T1,,,,,,,,,,,,,1.0,101,0,,,,,,,10.0,109,1,,,,,,,,,,,,,,,,,,
13135,298,PLK1,,,,,,,,,,,,,1.0,103,2,,,,,,,10.0,98,9,,,,,,,,,,,,,,,,,,
13136,298,Aurora A,,,,,,,,,,,,,1.0,91,0,,,,,,,10.0,100,6,,,,,,,,,,,,,,,,,,
13137,298,Aurora B,,,,,,,,,,,,,1.0,101,9,,,,,,,10.0,113,6,,,,,,,,,,,,,,,,,,
13138,298,TLK1,,,,,,,,,,,,,1.0,94,1,,,,,,,10.0,107,11,,,,,,,,,,,,,,,,,,
13139,298,LKB1,,,,,,,,,,,,,1.0,94,15,,,,,,,10.0,107,10,,,,,,,,,,,,,,,,,,
13140,298,AMPK,,,,,,,,,,,,,1.0,96,4,,,,,,,10.0,104,2,,,,,,,,,,,,,,,,,,
13141,298,AMPK (hum),,,,,,,,,,,,,1.0,109,7,,,,,,,10.0,103,14,,,,,,,,,,,,,,,,,,
13142,298,MARK1,,,,,,,,,,,,,1.0,109,35,,,,,,,10.0,123,0,,,,,,,,,,,,,,,,,,
13143,298,MARK2,,,,,,,,,,,,,1.0,104,3,,,,,,,10.0,105,22,,,,,,,,,,,,,,,,,,
13144,298,MARK3,,,,,,,,,,,,,1.0,122,5,,,,,,,10.0,112,7,,,,,,,,,,,,,,,,,,
13145,298,MARK4,,,,,,,,,,,,,1.0,105,2,,,,,,,10.0,95,3,,,,,,,,,,,,,,,,,,
13146,298,BRSK1,,,,,,,,,,,,,1.0,89,6,,,,,,,10.0,104,6,,,,,,,,,,,,,,,,,,
13147,298,BRSK2,,,,,,,,,,,,,1.0,95,1,,,,,,,10.0,100,5,,,,,,,,,,,,,,,,,,
13148,298,MELK,,,,,,,,,,,,,1.0,100,6,,,,,,,10.0,94,7,,,,,,,,,,,,,,,,,,
13149,298,NUAK1,,,,,,,,,,,,,1.0,103,5,,,,,,,10.0,101,3,,,,,,,,,,,,,,,,,,
13150,298,SIK2,,,,,,,,,,,,,1.0,102,8,,,,,,,10.0,114,9,,,,,,,,,,,,,,,,,,
13151,298,SIK3,,,,,,,,,,,,,1.0,99,10,,,,,,,10.0,105,10,,,,,,,,,,,,,,,,,,
13152,298,TSSK1,,,,,,,,,,,,,1.0,97,2,,,,,,,10.0,99,6,,,,,,,,,,,,,,,,,,
13153,298,CK1 gamma 2,,,,,,,,,,,,,1.0,113,17,,,,,,,10.0,94,10,,,,,,,,,,,,,,,,,,
13154,298,CK1 delta ,,,,,,,,,,,,,1.0,91,1,,,,,,,10.0,99,5,,,,,,,,,,,,,,,,,,
13155,298,CK2,,,,,,,,,,,,,1.0,107,0,,,,,,,10.0,105,1,,,,,,,,,,,,,,,,,,
13156,298,TTBK1,,,,,,,,,,,,,1.0,98,1,,,,,,,10.0,104,24,,,,,,,,,,,,,,,,,,
13157,298,TTBK2,,,,,,,,,,,,,1.0,110,0,,,,,,,10.0,93,3,,,,,,,,,,,,,,,,,,
13158,298,DYRK1A,,,,,,,,,,,,,1.0,94,8,,,,,,,10.0,106,0,,,,,,,,,,,,,,,,,,
13159,298,DYRK2,,,,,,,,,,,,,1.0,99,9,,,,,,,10.0,99,2,,,,,,,,,,,,,,,,,,
13160,298,DYRK3,,,,,,,,,,,,,1.0,103,17,,,,,,,10.0,103,2,,,,,,,,,,,,,,,,,,
13161,298,NEK2a,,,,,,,,,,,,,1.0,102,7,,,,,,,10.0,108,4,,,,,,,,,,,,,,,,,,
13162,298,NEK6,,,,,,,,,,,,,1.0,108,12,,,,,,,10.0,111,4,,,,,,,,,,,,,,,,,,
13163,298,IKK beta ,,,,,,,,,,,,,1.0,105,17,,,,,,,10.0,92,8,,,,,,,,,,,,,,,,,,
13164,298,IKK epsilon ,,,,,,,,,,,,,1.0,132,2,,,,,,,10.0,122,5,,,,,,,,,,,,,,,,,,
13165,298,TBK1,,,,,,,,,,,,,1.0,100,4,,,,,,,10.0,99,8,,,,,,,,,,,,,,,,,,
13166,298,PIM1,,,,,,,,,,,,,1.0,91,5,,,,,,,10.0,101,8,,,,,,,,,,,,,,,,,,
13167,298,PIM2,,,,,,,,,,,,,1.0,92,21,,,,,,,10.0,90,16,,,,,,,,,,,,,,,,,,
13168,298,PIM3,,,,,,,,,,,,,1.0,102,2,,,,,,,10.0,90,9,,,,,,,,,,,,,,,,,,
13169,298,SRPK1,,,,,,,,,,,,,1.0,110,10,,,,,,,10.0,105,13,,,,,,,,,,,,,,,,,,
13170,298,EF2K,,,,,,,,,,,,,1.0,124,13,,,,,,,10.0,124,8,,,,,,,,,,,,,,,,,,
13171,298,EIF2AK3,,,,,,,,,,,,,1.0,108,7,,,,,,,10.0,110,13,,,,,,,,,,,,,,,,,,
13172,298,HIPK1,,,,,,,,,,,,,1.0,117,1,,,,,,,10.0,101,3,,,,,,,,,,,,,,,,,,
13173,298,HIPK2,,,,,,,,,,,,,1.0,118,2,,,,,,,10.0,109,10,,,,,,,,,,,,,,,,,,
13174,298,HIPK3,,,,,,,,,,,,,1.0,85,4,,,,,,,10.0,110,1,,,,,,,,,,,,,,,,,,
13175,298,CLK2,,,,,,,,,,,,,1.0,105,16,,,,,,,10.0,100,9,,,,,,,,,,,,,,,,,,
13176,298,PAK2,,,,,,,,,,,,,1.0,105,15,,,,,,,10.0,104,5,,,,,,,,,,,,,,,,,,
13177,298,PAK4,,,,,,,,,,,,,1.0,99,11,,,,,,,10.0,108,6,,,,,,,,,,,,,,,,,,
13178,298,PAK5,,,,,,,,,,,,,1.0,89,6,,,,,,,10.0,96,7,,,,,,,,,,,,,,,,,,
13179,298,PAK6,,,,,,,,,,,,,1.0,104,1,,,,,,,10.0,91,13,,,,,,,,,,,,,,,,,,
13180,298,MST2,,,,,,,,,,,,,1.0,134,5,,,,,,,10.0,134,4,,,,,,,,,,,,,,,,,,
