ID,CNumber,Aliases
11,8.0,"Tyrphostin AG 879 ; alpha-cyano-(3,5-di-t-butyl-4-hydroxy)thiocinnamide ; 2-Propenethioamide ; 3-(3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl)-2-cyano- ; 148741-30-4 ; (2E)-2-Cyano-3-(3,5-di-tert-butyl-4-hydroxyphenyl)prop-2-enethioamide ; 2-Propenethioamide ; 3-[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]-2-cyano- ; (2E)-3-[3,5-Bis(1,1-dimethylethyl)-4-hydroxyphenyl]-2-cyano-2-propenethioamide ; Tyrphostin AG 879 (AG 879) ; Tyrphostin AG 879 | ; 3-[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]-2-cyano-2E-propenethioamide ; 2-Propenethioamide,3-[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]-2-cyano- ; (2E)-2-Cyano-3-[4-hydroxy-3,5-bis(2-methyl-2-propanyl)phenyl]-2-propenethioamide ; 2-CYANO-3-(3,5-DI-TERT-BUTYL-4-HYDROXYPHENYL)PROP-2-ENETHIOAMIDE ; 2-Propenethioamide,3-[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]-2-cyano-,(2E)- ; '148741-30-4 ; (E)-3-amino-2-[(3,5-ditert-butyl-4-oxocyclohexa-2,5-dien-1-ylidene)methyl]-3-sulfanylprop-2-enenitrile ; AG879 ; tyrphostin AG879 ; AG 879|AG-879|tyrphostin AG879 ; [148741-30-4] ; MFCD00236450 ; Î±-Cyano-(3,5-di-t-butyl-4-hydroxy)thiocinnamide ; (E)-2-Cyano-3-(3,5-di-tert-butyl-4-hydroxyphenyl)prop-2-enethioamide ; 2-Propenethioamide ; 3-[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]-2-cyano- ; TYRPHOSTIN  AG 879 ; "
12,148.0,"5-(1,3-benzothiazol-2-yl)-3-ethyl-2-{2-[methyl(phenyl)amino]vinyl}-1-phenyl-1H-benzimidazol-3-ium iodide ; 5-(1,3-benzothiazol-2-yl)-3-ethyl-2-{(E)-2-[methyl(phenyl)amino]ethenyl}-1-phenyl-1H-3,1-benzimidazol-3-ium iodide ; 6-benzothiazol-2-yl-1-ethyl-2-[2-(methyl-phenylamino)-vinyl]-3-phenyl-3H-benzoimidazol-1-ium iodid ; 1H-3,1-benzimidazolium ; 5-(2-benzothiazolyl)-3-ethyl-2-[(E)-2-(methylphenylamino)ethenyl]-1-phenyl- ; iodide (1:1) ; GNF-PF-254 ; GNF-PF-3619 ; 681281-88-9 ; B2311 ; 1H-Benzimidazolium ; 5-(2-benzothiazolyl)-3-ethyl-2-[(E)-2-(methylphenylamino)ethenyl]-1-phenyl- ; iodide (1:1) ; 5-(1,3-Benzothiazol-2-yl)-3-ethyl-2-{(E)-2-[methyl(phenyl)amino]vinyl}-1-phenyl-1H-benzimidazol-3-ium iodide ; 5-(1,3-benzothiazol-2-yl)-3-ethyl-2-[(E)-2-[methyl(phenyl)amino]ethenyl]-1-phenyl-1H-1,3-benzodiazol-3-ium iodide ; 5-(2-BENZOTHIAZOLYL)-3-ETHYL-2-(-(METHY ; cid_5719375 ; [681281-88-9] ; MFCD00570739 ; Akt Inhibitor IV ; 5-(Benzo[d]thiazol-2-yl)-3-ethyl-2-(2-(methyl(phenyl)amino)vinyl)-1-phenyl-1H-benzo[d]imidazol-3-ium iodide ; 959841-49-7 ; 6-(2-benzothiazolyl)-1-ethyl-2-[2-(methylphenylamino)ethenyl]-3-phenyl-1H-benzimidazolium ; monoiodide ; AKTIV ; "
13,9.0,"1,3-Dihydro-1-(1-((4-(6-phenyl-1H-imidazo[4,5-g]quinoxalin-7-yl)phenyl)methyl)-4-piperidinyl)-2H-benzimidazol-2-one ; 1-{1-[4-(7-phenyl-1H-imidazo[4,5-g]quinoxalin-6-yl)benzyl]piperidin-4-yl}-1,3-dihydro-2H-benzimidazol-2-one ; 2H-benzimidazol-2-one ; 1,3-dihydro-1-[1-[[4-(7-phenyl-1H-imidazo[4,5-g]quinoxalin-6-yl)phenyl]methyl]-4-piperidinyl]- ; 1-(1-((4-(7-Phenyl-1H-imidazo[4,5-g]quinoxalin-6-yl)phenyl)methyl)piperidin-4-yl)-1H-benzo[d]imidazol-2(3H)-one ; 1-{1-[4-(7-Phenyl-1H-imidazo[4,5-g]quinoxalin-6-yl)-benzyl]-piperidin-4-yl}-1,3-dihydro-benzoimidazol-2-one ; 612847-09-3 ; 1,3-Dihydro-1-(1-((4-(6-phenyl-1h-imidazo(4,5-g)quinoxalin-7-yl)phenyl)methyl)-4-piperidinyl)-2h-benzimidazol-2-one ; 1-(1-(4-(6-phenyl-1H-imidazo[4,5-g]quinoxalin-7-yl)benzyl)piperidin-4-yl)-1H-benzo[d]imidazol-2(3H)-one ; Desvenlafaxine | ; 1-(1-(4-(6-Phenyl-1H-imidazo[4,5-g]quinoxalin-7-yl)benzyl)-piperidin-4-yl)-1H-benzo[d]imidazol-2(3H)-one ; MFCD23843802 ; 1-{1-[4-(6-Phenyl-1H-imidazo[4,5-g]quinoxalin-7-yl)benzyl]-4-piperidinyl}-1,3-dihydro-2H-benzimidazol-2-one ; 2H-Benzimidazol-2-one ; 1,3-dihydro-1-[1-[[4-(6-phenyl-1H-imidazo[4,5-g]quinoxalin-7-yl)phenyl]methyl]-4-piperidinyl]- ; MFCD09026909 ; Akt Inhibitor VIII ; 1,3-Dihydro-1-[1-[[4-(6-phenyl-1H-imidazo[4,5-g]quinoxalin-7-yl)phenyl]methyl]4-piperidinyl]-2H-benzimidazol-2-one ; 1,3-dihydro-1-[1-[[4-(6-phenyl-1H-imidazo[4,5-g]quinoxalin-7-yl)phenyl]methyl]-4-piperidinyl]-2H-benzimidazol-2-one ; 1-{1-[4-(7-Phenyl-1H-imidazo[4,5-g]quinoxalin-6-yl)benzyl]-4-piperidinyl}-1,3-dihydro-2H-benzimidazol-2-one ; imidazoquinoxaline 16h ; 3-[1-[[4-(7-phenyl-3H-imidazo[4,5-g]quinoxalin-6-yl)phenyl]methyl]piperidin-4-yl]-1H-benzimidazol-2-one ; 3-[1-[4-(7-phenyl-3H-imidazo[4,5-g]quinoxalin-6-yl)benzyl]-4-piperidyl]-1H-benzimidazol-2-one ; 1-{1-[(4-{6-phenyl-1H-imidazo[4,5-g]quinoxalin-7-yl}phenyl)methyl]piperidin-4-yl}-2,3-dihydro-1H-1,3-benzodiazol-2-one ; [612847-09-3] ; 1-(1-(phenyl-1H-imidazo[4,5-g]quinoxalin-6-yl)benzyl)piperidin-4-yl)-1H-benzo[d]imidazol-2(3H)-one ; MFCD08705407 ; 3-[1-[[4-(7-phenyl-3H-imidazo[4,5-g]quinoxalin-6-yl)phenyl]methyl]-4-piperidinyl]-1H-benzimidazol-2-one ; 1-{1-[(4-{7-PHENYL-3H-IMIDAZO[4,5-G]QUINOXALIN-6-YL}PHENYL)METHYL]PIPERIDIN-4-YL}-3H-1,3-BENZODIAZOL-2-ONE ; Not available ; IQO ; 1-(1-(4-(7-phenyl-1H-imidazo[4,5-g]quinoxalin-6-yl)benzyl)piperidin-4-yl)-1,3-dihydro-2H-benzo[d]imidazol-2-one ; aktinhibitorviii,isozyme-selective ; Akt Inhibitor ; Isozyme-Selective ; "
14,10.0,"Alsterpaullone ; 9-Nitropaullone ; Paullone Analog 1 ; 9-Nitro-7,12-dihydroindolo[3,2-d][1]benzazepin-6(5H)-one ; 9-NITRO-5,12-DIHYDRO-7H-BENZO[2,3]AZEPINO[4,5-B]INDOL-6-ONE ; 9-Nitro-7,12-dihydroindolo-[3,2-d][1]benzazepin-6(5)-one ; 9-nitro-7,12-dihydroindolo(3,2-d)(1)benzazepin-6(5H)-one ; C120793 ; 237430-03-4 ; Indolo[3,2-d][1]benzazepin-6(5H)-one ; 7,12-dihydro-9-nitro- ; Kinome_3754 ; 9-nitro-7,12-dihydro-indolo[3,2-d][1]benzazepin-6(5H)-one ; 7,12-dihydro-9-nitro-indolo[3,2-d][1]benzazepin-6(5H)-one ; 14-nitro-8,18-diazatetracyclo[9.7.0.02,7.012,17]octadeca-1(11),2(7),3,5,12,14,16-heptaen-9-one ; 9-nitro-7,12-dihydro-5H-indolo[3,2-d][1]benzazepin-6-one ; Alsterpaullone derivative ; 2 ; 14-nitro-8,18-diazatetracyclo[9.7.0.02,7.012,17]octadeca-1(11),2,4,6,12,14,16-heptaen-9-one ; 9-nitropaullone|NSC-705701 ; MFCD02683579 ; 14-nitro-8,18-diazatetracyclo[9.7.0.0²,⁷.0¹²,¹⁷]octadeca-1(11),2(7),3,5,12(17),13,15-heptaen-9-one ; Indolo[3,2-d][1]benzazepin-6(5H)-one,7,12-dihydro-9-nitro- ; 14-nitro-8,18-diazatetracyclo[9.7.0.0({2,7}).0({12,17})]octadeca-1(11),2,4,6,12(17),13,15-heptaen-9-one ; 9-nitro-7,12-dihydrobenzo[2,3]azepino[4,5-b]indol-6(5h)-one ; "
15,311.0,"Solfa ; Amlexanox ; Aphthasol ; amoxanox ; Amlenanox ; Aptheal ; Apthera ; Elics ; OraRinse ; OraDisc A ; Aphthasol (TN) ; Solfa (TN) ; Amlexanox [USAN:INN:JAN] ; 68302-57-8 ; 2-Amino-7-isopropyl-5-oxo-5H-(1)benzopyrano(2,3-b)pyridine-3-carboxylic acid ; 5H-(1)Benzopyrano(2,3-b)pyridine-3-carboxylic acid ; 2-amino-7-(1-methylethyl)-5-oxo- ; 2-Amino-7-isopropyl-1-azaxanthone-3-carboxylic Acid ; 2-Amino-7-isopropyl-5-oxo-5H-[1]benzopyrano[2,3-b]pyridine-3-carboxylic Acid ; 2-Amino-7-(1-methylethyl)-5-oxo-5H-[1]benzopyrano[2,3-b]pyridine-3-carboxylicAcid ; Amlexanoxo [Spanish] ; Amlexanoxum [Latin] ; 2-amino-7-(1-methylethyl)-5-oxo-5H-chromeno[2,3-b]pyridine-3-carboxylic acid ; 5H-[1]benzopyrano[2,3-b]pyridine-3-carboxylic acid ; 2-amino-7-(1-methylethyl)-5-oxo- ; 2-amino-7-isopropyl-5-oxo-5H-(1)benzopyrano(2,3b)pyridine-3-carboxylic acid ; C045742 ; GlaxoSmithKline brand of amlexanox ; 2-amino-5-oxo-7-(propan-2-yl)-5H-chromeno[2,3-b]pyridine-3-carboxylic acid ; 2-Amino-6-isopropyl-10-oxo-10H-9-oxa-1-aza-anthracene-3-carboxylic acid ; 2-Amino-7-isopropyl-5-oxo-5H-chromeno[2,3-b]pyridine-3-carboxylic acid ; 2-amino-7-(methylethyl)-5-oxochromeno[2,3-b]pyridine-3-carboxylic acid ; amlexanoxum [INN_la] ; DDUG | ; amlexanox ; amlexanoxo ; amlexanoxum ; 2-amino-7-(1-methylethyl)5-oxo-5H-[1]benzopyrano[2,3-b]pyridine-3-carboxylic acid ; MFCD00864790 ; 2-Amino-7-(1-methylethyl)-5-oxo-5H-[1]benzopyrano[2,3-b]pyridine-3-carboxylic acid ; Amlexanoxo ; Amlexanoxum ; 2-Amino-7-isopropyl-5-oxo-5H-chromeno-[2,3-b]pyridine-3-carboxylic acid ; Aphthasol (Trade name) ; Elics (Trade name) ; OraDisc A (Trade name) ; 2-amino-5-oxo-7-propan-2-yl-chromeno[3,2-e]pyridine-3-carboxylic acid ; 2-amino-5-oxo-7-propan-2-ylchromeno[3,2-e]pyridine-3-carboxylic acid ; 2-amino-7-isopropyl-5-keto-chromeno[3,2-e]pyridine-3-carboxylic acid ; 2-amino-7-isopropyl-5-oxo-3-chromeno[3,2-e]pyridinecarboxylic acid ; 2-amino-7-isopropyl-5-oxo-chromeno[3,2-e]pyridine-3-carboxylic acid ; [68302-57-8] ; AA673 ; Aphthasol ; OraDisc A ; 2-amino-5-oxo-7-propan-2-yl-3-[1]benzopyrano[2,3-b]pyridinecarboxylic acid ; 2-amino-5-oxo-7-propan-2-ylchromeno[2,3-b]pyridine-3-carboxylic acid ; Solfa (Amlexanox) ; '68302-57-8 ; 2-Amino-7-isopropyl-5-oxo-5H-[1]benzopyrano[2,3-b] pyridine-3-carboxylic acid ; ANW ; Amlexanox|AA-673 ; DB01025 ; "
16,11.0,"GSK-3b Inhibitor VIII ; 487021-52-3 ; AR-A 014418 ; 1-(4-Methoxybenzyl)-3-(5-nitro-1,3-thiazol-2-yl)urea ; [487021-52-3] ; Urea ; N-[(4-methoxyphenyl)methyl]-N'-(5-nitro-2-thiazolyl)- ; Kinome_1268 ; N-[(4-Methoxyphenyl)methyl]-N'-(5-nitro-2-thiazolyl)urea ; AR-A014418 ; 1-[(4-methoxyphenyl)methyl]-3-(5-nitro-1,3-thiazol-2-yl)urea ; 1-(4-methoxybenzyl)-3-(5-nitrothiazol-2-yl)urea ; GSK-3Î’ INHIBITOR VIII ; GSK-3beta Inhibitor VIII ; SN 4521 ; AR-AO 14418 ; GSK 3B inhibitor VIII ; AR 0133418 ; AR-A0-14418 ; N-[(4-methoxyphenyl)methyl]-N'-(5-nitro-2-thiazolyl)-urea ; MFCD08277040 ; AR-AO-14418 ; CHEMBL259850 ; -(5-nitro-1,3-thiazol-2-yl)urea ; 1-[(4-methoxyphenyl)methyl]-3-(5-nitro-2-thiazolyl)urea ; 1-[(4-methoxyphenyl)methyl]-3-(5-nitrothiazol-2-yl)urea ; HSCI1_000278 ; AR-A014418|GSK-3b inhibitor VIII ; Inhibitor VIII ; N-(4-Methoxybenzyl)-Nâ€²-(5-nitro-1,3-thiazol-2-yl)urea ; AR 014418 ; A inhibitor ; GSK 3 ; IN1309 ; IN1316 ; N-[(4-Methoxyphenyl)methyl]-N'-(5-nitro-thiazol-2-yl)urea ; GSK3Î² Inhibitor VIII ; ar-a014418(gsk3β inhibitor viii) ; GSK3β Inhibitor VIII ; GSK-3 Inhibitor ; AR-A014418 ; "
17,12.0,"AS601245 ; 345987-15-7 ; 861411-83-8 ; JNK Inhibitor V ; 4-Pyrimidineacetonitrile,a-2(3H)-benzothiazolylidene-2-[[2-(3-pyridinyl)ethyl]amino]-,(aZ)- ; (2E)-1,3-Benzothiazol-2(3H)-ylidene(2-{[2-(3-pyridinyl)ethyl]amino}-4-pyrimidinyl)acetonitrile ; 4-Pyrimidineacetonitrile ; alpha-2(3H)-benzothiazolylidene-2-[[2-(3-pyridinyl)ethyl]amino]- ; (alphaE)- ; "
18,182.0,"2-[(Cyclopropylcarbonyl)amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide ; Benzo[b]thiophene-3-carboxamide ; 2-[(cyclopropylcarbonyl)amino]-4,5,6,7-tetrahydro- ; 2-(cyclopropylcarbonylamino)-4,5,6,7-tetrahydrobenzo[b]thiophene-3-carboxamide ; PknG Inhibitor ; 329221-38-7 ; 2-(cyclopropanecarboxamido)-4,5,6,7-tetrahydrobenzo[b]thiophene-3-carboxamide ; 2-C-cyclopropane-4,5,6,7-tetrahydro-1-benzothiophene-2,3-diamido ; Benzo[b]thiophene-3-carboxamide,2-[(cyclopropylcarbonyl)amino]-4,5,6,7-tetrahydro- ; MFCD00785286 ; CHEMBL379367 ; 2-cyclopropaneamido-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide ; AX-20017 ; AX 20017 ; AXX ; 2-(Cyclopropanecarbonyl-amino)-4,5,6,7-tetrahydro-benzo[b]thiophene-3-carboxylic acid amide ; 2-(cyclopropanecarbonylamino)-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide ; ax20017 ; "
19,212.0,"AZD8055 ; 1009298-09-2 ; AZD 8055 ; AZD-8055 ; (5-{2,4-bis[(3S)-3-methylmorpholin-4-yl]pyrido[2,3-d]pyrimidin-7-yl}-2-methoxyphenyl)methanol ; (5-(2,4-Bis((S)-3-methylmorpholino)pyrido[2,3-d]pyrimidin-7-yl)-2-methoxyphenyl)methanol ; AZD8055£¬AZD-8055 ; [5-[2,4-Bis((3S)-3-methylmorpholin-4-yl)pyrido[2,3-d]pyrimidin-7-yl]-2-methoxyphenyl]methanol ; (5-(2,4-Bis((S)-3-methylmorpholino)pyrido-[2,3-d]pyrimidin-7-yl)-2-methoxyphenyl)methanol ; MFCD16660191 ; Benzenemethanol ; 5-[2,4-bis[(3S)-3-methyl-4-morpholinyl]pyrido[2,3-d]pyrimidin-7-yl]-2-methoxy- ; (5-{2,4-Bis[(3S)-3-methyl-4-morpholinyl]pyrido[2,3-d]pyrimidin-7-yl}-2-methoxyphenyl)methanol ; [5-[2,4-Bis((3S)-3-methylmorpholin-4-yl)pyrido[2,3-d]pyrimidin-7-yl]- 2-methoxyphenyl]methanol ; 5-[2,4-Bis[(3S)-3-methyl-4-morpholinyl]pyrido[2,3-d]pyrimidin-7-yl]-2-methoxybenzenemethanol ; [5-[2,4-bis[(3S)-3-methylmorpholin-4-yl]pyrido[2,3-d]pyrimidin-7-yl]-2-methoxyphenyl]methanol ; 1201799-04-3 ; 5-[2,4-bis[(3S)-3-methyl-4-morpholinyl]pyrido[2,3-d]pyrimidin-7-yl]-2-methoxy-benzenemethanol ; [5-[2,4-bis[(3S)-3-methyl-4-morpholinyl]-7-pyrido[2,3-d]pyrimidinyl]-2-methoxyphenyl]methanol ; AZD 8055|AZD-8055 ; LM1148 ; [1009298-09-2] ; (5-(2,4-Bis((S)-3-methylmorpholino)pyrido2 ; 3-dpyrimidin-7-yl)-2-methoxyphenyl)methanol ; 5-2,4-Bis((3S)-3-methylmorpholin-4-yl)pyrido2,3-dpyrimidin-7-yl-2-methoxyphenylmethanol ; AZD8055 ; AZD 8055 ; {5-[2,4-bis(3S)(3-methylmorpholin-4-yl)pyrido[2,3-d]pyrimidin-7-yl]-2-methoxyphenyl}methanol ; 5-[2,4-Bis[(3S)-3-methyl-4-morpholinyl]pyrido[2,3-d]pyrimidin-7-yl]-2-methoxy benzenemethanol ; "
20,280.0,"BAY 61-3606 ; Kinome_3125 ; 732983-37-8 ; Syk Inhibitor IV ; BAY 61-3606 ; 2-{[7-(3,4-Dimethoxyphenyl)imidazo[1,2-c]pyrimidin-5-yl]amino}nicotinamide ; 3-Pyridinecarboxamide ; 2-[[7-(3,4-dimethoxyphenyl)imidazo[1,2-c]pyrimidin-5-yl]amino]- ; BAY61-3606 ; BAY-61-3606 FREE BASE ; BAY-61-3606 ; 2-[[7-(3,4-dimethoxyphenyl)-5-imidazo[2,1-f]pyrimidinyl]amino]-3-pyridinecarboxamide ; 2-[[7-(3,4-dimethoxyphenyl)imidazo[2,1-f]pyrimidin-5-yl]amino]nicotinamide ; 2-[[7-(3,4-dimethoxyphenyl)imidazo[2,1-f]pyrimidin-5-yl]amino]pyridine-3-carboxamide ; 2-{[7-(3,4-DIMETHOXYPHENYL)IMIDAZO[1,2-C]PYRIMIDIN-5-YL]AMINO}PYRIDINE-3-CARBOXAMIDE ; 2-[[7-(3,4-dimethoxyphenyl)-5-imidazo[1,2-c]pyrimidinyl]amino]-3-pyridinecarboxamide ; MFCD18641826 ; 2-[[7-(3,4-dimethoxyphenyl)imidazo[1,2-c]pyrimidin-5-yl]amino]pyridine-3-carboxamide ; "
21,14.0,"7-[2-(CYCLOPROPYLMETHOXY)-6-HYDROXYPHENYL]-1,4-DIHYDRO-5-[(3S)-3-PIPERIDINYL]-2H-PYRIDO[2,3-D][1,3]OXAZIN-2-ONE HYDROCHLORIDE ; 7-(2-(cyclopropylmethoxy)-6-hydroxyphenyl)-5-(piperidin-3-yl)-1H-pyrido[2,3-d][1,3]oxazin-2(4H)-one hydrochloride ; 406208-34-2 ; Bay 65-1942 hydrochloride ; 2H-Pyrido[2,3-d][1,3]oxazin-2-one ; 7-[2-(cyclopropylmethoxy)-6-hydroxyphenyl]-1,4-dihydro-5-(3-piperidinyl)- ; hydrochloride (1:1) ; 7-[2-(Cyclopropylmethoxy)-6-hydroxyphenyl]-5-(3-piperidinyl)-1,4-dihydro-2H-pyrido[2,3-d][1,3]oxazin-2-one hydrochloride (1:1) ; MFCD11040976 ; 7-(2-(CYCLOPROPYLMETHOXY)-6-HYDROXYPHENYL)-5-(PIPERIDIN-3-YL)-1H-PYRIDO-[2,3-D][1,3]-OXAZIN-2(4H)-ONE HYDROCHLORIDE ; "
22,15.0,"3-(p-Tolylsulfonyl)acrylonitrile ; 3-(4-Tolylsulfonyl)acrylonitrile ; 3-(p-Toluenesulfonyl)acrylonitrile ; CP 15749-3 ; 3-((4-Methylphenyl)sulfonyl)-2-propenenitrile ; 2-Propenenitrile ; 3-((4-methylphenyl)sulfonyl)- ; Acrylonitrile ; 3-(p-tolylsulfonyl)- (7CI,8CI) ; 1424-48-2 ; 3-(4-methylphenylsulfonyl)-2-propenenitrile ; 19542-67-7 ; (E)-3-(4-Methylphenylsulfonyl)-2-propenenitrile ; BAY 11-7082 ; 1440-61-5 ; BAY-11-7082 ; BAY-117082 ; BAY11 compound ; BAY11-7082 ; C434003 ; Bay 11-7821 ; (2E)-3-[(4-Methylphenyl)sulfonyl]-2-propenenitrile ; 3-[(4-methylphenyl)sulfonyl]prop-2-enenitrile ; (2E)-3-[(4-methylphenyl)sulfonyl]prop-2-enenitrile ; 2-Propenenitrile ; 3-[(4-methylphenyl)sulfonyl]- ; 3-tosylacrylonitrile ; (2E)-3-[(4-Methylphenyl)sulfonyl]acrylonitrile ; (E)-3-(4-Methylphenyl)sulfonylprop-2-enenitrile ; [19542-67-7] ; (E)-3-tosylacrylonitrile ; (2E)-3-[(4-methylbenzene)sulfonyl]prop-2-enenitrile ; (E)-3-(4-methylphenyl)sulfonyl-2-propenenitrile ; Bay 11-7082 | ; 195462-67-7 ; (E)-3-(P-TOLUENESULFONYL)ACRYLONITRILE ; (E)3-[(4-Methylphenyl)sulfonyl]-2-propenenitrile ; BAY 11-7082 (BAY 11-7821) ; 3-[(4-methylphenyl)sulfonyl]-(2E)-propenenitrile ; MFCD00712162 ; (E)-3-(p-tolylsulfonyl)prop-2-enenitrile ; (E)-3-(p-tolylsulfonyl)acrylonitrile ; UD1430000 ; 3-(4-methylphenyl)sulfonylprop-2-enenitrile ; 3-(Toluene-4-sulfonyl)-acrylonitrile ; (E)-3-(4-methylphenyl)sulfonylacrylonitrile ; 3-(4-methylphenyl)sulfonylacrylonitrile ; 3-(P-TOLUENESULFONYL)ACRYLONITRILE ; BiomolKI_000065 ; BiomolKI2_000006 ; BSPBio_001197 ; Curator_000002 ; IDI1_002184 ; IDI1_008259 ; NCGC00025272-02 ; NCGC00025272-03 ; Oprea1_624859 ; ST5036097 ; UNII-4Y5G2A4F6O ; (3E)3-(p-toluenesulfonyl)acrylonitrile ; (E)-3-(4-methylphenylsulfonyl)-2-propenenenitrile ; BAY-117821 ; BAY-11-7821 ; beta-(cyanovinyl)-p-tolylsulfone ; (E)-3-tosylacrylonitrile|BAY-117082 ; UNII:4Y5G2A4F6O ; (2E)-3-(4-METHYLBENZENESULFONYL)PROP-2-ENENITRILE ; ketanserin.tartrate ; "
23,16.0,"SFN ; Sorafenib ; Nexavar ; Xarelto ; Sorafenib [INN] ; K00597a ; BAY-54-9085 ; BAX ; 2-Pyridinecarboxamide ; 4-(4-((((4-chloro-3-(trifluoromethyl)phenyl)amino)carbonyl)amino)phenoxy)-N-methyl- ; 284461-73-0 ; 4-(4-((((4-Chloro-3-(trifluoromethyl)phenyl)amino)carbonyl)amino)phenoxy)-N-methyl-2-pyridinecarboxamide ; 4-(4-(3-(4-chloro-3-trifluoromethylphenyl)ureido)phenoxy)pyridine-2-carboxyllic acid methyamide ; 4-{4-[({[4-CHLORO-3-(TRIFLUOROMETHYL)PHENYL]AMINO}CARBONYL)AMINO]PHENOXY}-N-METHYLPYRIDINE-2-CARBOXAMIDE ; N-(4-Chloro-3-(trifluoromethyl)phenyl)-N'-(4-(2-(N-methylcarbamoyl)-4-pyridyloxy)phenyl)urea ; Sorafenib tosylate ; 19932-27-5 ; 4-[4-({[4-Chloro-3-(trifluoromethyl)phenyl]carbamoyl}amino)phenoxy]-N-methyl-2-pyridinecarboxamide ; 2-Pyridinecarboxamide ; 4-[4-[[[[4-chloro-3-(trifluoromethyl)phenyl]amino]carbonyl]amino]phenoxy]-N-methyl- ; 4-[4-({[4-chloro-3-(trifluoromethyl)phenyl]carbamoyl}amino)phenoxy]-N-methylpyridine-2-carboxamide ; 475207-59-1 ;  284461-73-0 ; 4-{4-[3-(4-Chloro-3-trifluoromethyl-phenyl)-ureido]-phenoxy}-pyridine-2-carboxylic acid methylamide ; 4750207-59-1 ; 4-(4-(3-(4-chloro-3-(trifluoromethyl)phenyl)ureido)phenoxy)-N-methylpicolinamide ; 4-[4-[[4-Chloro-3-(trifluoromethyl)phenyl]carbamoylamino]phenoxy]-N-methyl-pyridine-2-carboxamide ; Sorafenib tosylate ; Kinome_766 ; CAS: 284461-73-0 ; Sorafenib (Nexavar) ; 4-[4-[[[[4-chloro-3-(trifluoromethyl)phenyl]amino]carbonyl]amino]phenoxy]-N-methyl-2-pyridinecarboxamide ; 4-[4-({[4-Chloro-3-(trifluoromethyl)phenyl]carbamoyl}amino)phenoxy]-N-methyl-2-pyridinecarboxamide 4-methylbenzenesulfonate (1:1) ; (4-[4-[[4-chloro-3-(trifluoromethyl)phenyl]carbamoylamino]phenoxy]-N-methylpyridine-2-carboxamide ; MFCD06411450 ; [475207-59-1] ; QA-5261 ; 1130115-44-4 ; Sorafenib-d3 ; 4-[4-[[4-chloro-3-(trifluoromethyl)phenyl]carbamoylamino]phenoxy]-N-methylpyridine-2-carboxamide ; 4-[4-[[[4-chloro-3-(trifluoromethyl)anilino]-oxomethyl]amino]phenoxy]-N-methyl-2-pyridinecarboxamide ; 4-[4-[[[[4-chloro-3-(trifluoromethyl)phenyl]amino]-oxomethyl]amino]phenoxy]-N-methyl-2-pyridinecarboxamide ; 4-[4-[[4-chloro-3-(trifluoromethyl)phenyl]carbamoylamino]phenoxy]-N-methyl-picolinamide ; 4-(4-(3-(4-chloro-3-trifluoromethylphenyl)ureido)phenoxy)pyridine-2-carboxyllic acid methyamide-4-methylbenzenesulfonate ; NSC-724772 ; UNII-9ZOQ3TZI87 ; sorafenibum ; N-[4-Chloro-3-(trifluoromethyl)phenyl]-N'-[4-[2-(N-methylcarbamoyl)-4-pyridyloxy]phenyl]ureaSorafenibbase ; [284461-73-0] ; Sorafenib (free base) ; 4-[4-[[[4-chloro-3-(trifluoromethyl)anilino]-oxomethyl]amino]phenoxy]-N-methyl-2-pyridinecarboxamide ; 4-methylbenzenesulfonic acid ; CHEBI:50924 ; UNII:9ZOQ3TZI87 ; Nexavar;Bay 43-9006 ; SORAFENIB-D4 ; 2-PYRIDINECARBOXAMIDE  4-[4-[[[[4-CHLORO-3-(TRIFLUOROMETHYL)PHENYL]AMINO]CARBONYL]AMINO]PHENOXY]-N-METHYL- ; BAY-43-9006,Sorafenib,Nexavar,sorafenibum ; MnTMPyP Pentachloride ; CM-4307 ; 9ZOQ3TZI87 ; 100012-18-8 ; sorafenib ; sorafenibum ; c21h16clf3n4o3 ; sorafenib free base ; sorafenib free base (bay-43-9006) ; 8234 ; N-(3-trifluoromethyl-4-chlorophenyl)-N'-(4-(2-methylcarbamoyl pyridin-4-yl)oxyphenyl)urea ; 索拉非尼 ; BAY 43-9006 ; Free base ; DB00398 ; "
