ID,CNumber,CAS,Aliases
4080,81,915019-65-7,dactolisib (bez235
4081,81,915019-65-7,nvp-bez235)
4083,81,915019-65-7,free base
4084,81,915019-65-7,"4-[2,3-dihydro-3-methyl-2-oxo-8-(3-quinolinyl)-1H-imidazo[4,5-c]quinolin-1-yl]-α,α-dimethyl-benzeneacetonitrile"
4085,81,915019-65-7,NVP BEZ 235
4086,277,742112-33-0,OSU03012
4087,277,742112-33-0,742112-33-0
4088,277,742112-33-0,OSU-03012
4089,277,742112-33-0,2-amino-N-(4-(5-(phenanthren-2-yl)-3-(trifluoromethyl)-1H-pyrazol-1-yl)phenyl)acetamide
4090,277,742112-33-0,2-amino-N-{4-[5-(phenanthren-2-yl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]phenyl}acetamide
4091,277,742112-33-0,2-amino-N-{4-[5-(phenanthren-2-yl)-3-(trifluoromethyl)pyrazol-1-yl]phenyl}acetamide
4092,277,742112-33-0,OSU-03012 (AR-12)
4093,277,742112-33-0,2-amino-N-[4-[5-(2-phenanthrenyl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]phenyl]-acetamide
4094,277,742112-33-0,Acetamide
4095,277,742112-33-0,2-amino-N-[4-[5-(2-phenanthrenyl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]phenyl]-
4096,277,742112-33-0,N-{4-[5-(2-Phenanthryl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]phenyl}glycinamide
4097,277,742112-33-0,2-Amino-N-[4-[5-(2-phenanthrenyl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]phenyl]acetamide
4098,277,742112-33-0,MFCD12912272
4099,277,742112-33-0,2-amino-N-[4-[5-phenanthren-2-yl-3-(trifluoromethyl)pyrazol-1-yl]phenyl]acetamide
4100,277,742112-33-0,2-amino-N-[4-[5-(2-phenanthryl)-3-(trifluoromethyl)-1-pyrazolyl]phenyl]acetamide
4101,277,742112-33-0,2-amino-N-[4-[5-(2-phenanthryl)-3-(trifluoromethyl)pyrazol-1-yl]phenyl]acetamide
4102,277,742112-33-0,2-amino-N-[4-[5-phenanthren-2-yl-3-(trifluoromethyl)pyrazol-1-yl]phenyl]ethanamide
4103,277,742112-33-0,AR-12|OSU03012
4104,277,742112-33-0,[742112-33-0]
4105,277,742112-33-0,OSU 03012
4106,277,742112-33-0,AR-12
4109,277,742112-33-0,AR 12
4110,277,742112-33-0,N-{4-[5-(phenanthren-2-yl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]phenyl}glycinamide
4111,277,742112-33-0,PDK1 inhibitor AR-12
4112,277,742112-33-0,3-[(tert-butyldimethylsilyl)oxy]cyclopentan-1-ol
4113,277,742112-33-0,Not available
4114,277,742112-33-0,osu-03012(ar-12)
4115,277,742112-33-0,2-Amino-N-{4-[5-(2-phenanthryl)-3-(trifluoromethyl)-1H-pyrazol-1-yl]phenyl}acetamide
4116,277,742112-33-0,AR-12 (OSU-03012)
4117,82,20554-84-1,Parthenolide
4118,82,20554-84-1,20554-84-1
4119,82,20554-84-1,2513-77-1
4120,82,20554-84-1,"4xi-Germacra-1(10),11(13)-dien-12-oic acid"
4121,82,20554-84-1,"4,5-epoxy-6.alpha.-hydroxy-"
4122,82,20554-84-1,gamma-lactone
4123,82,20554-84-1,29552-41-8
4124,82,20554-84-1,"Oxireno(9,10)cyclodeca(1,2-b)furan-9(1aH)-one"
4125,82,20554-84-1,"2,3,6,7,7a,8,10a,10b-octahydro-1a,5-dimethyl-8-methylene-"
4126,82,20554-84-1,(-)-Parthenolide
4127,82,20554-84-1,MFCD00134592
4128,82,20554-84-1,"Oxireno[9,10]cyclodeca[1,2-b]furan-9(1aH)-one"
4130,82,20554-84-1,"(4Z)-1a,5-Dimethyl-8-methylene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1aH)-one"
4131,82,20554-84-1,AKOS015840066
4132,82,20554-84-1,Ambotz20554-84-1
4133,82,20554-84-1,CHEMBL3186408
4134,267,936563-96-1,PCI-32765
4135,267,936563-96-1,936563-96-1
4136,267,936563-96-1,"1-{(3R)-3-[4-Amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl]-1-piperidinyl}-2-propen-1-one"
4137,267,936563-96-1,2-Propen-1-one
4138,267,936563-96-1,"1-[(3R)-3-[4-amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl]-1-piperidinyl]-"
4139,267,936563-96-1,"(R)-1-(3-(4-amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl)piperidin-1-yl)prop-2-en-1-one"
4140,267,936563-96-1,PCI-32765 (Ibrutinib)
4141,267,936563-96-1,Ibrutinib
4142,267,936563-96-1,PCI 32765
4143,267,936563-96-1,"1-[(3R)-3-[4-Amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl]-1-piperidinyl]-2-propen-1-one"
4144,267,936563-96-1,CRA-032765
4145,267,936563-96-1,Imbruvica
4146,267,936563-96-1,PCI32765
4148,267,936563-96-1,ibrutinibum
4149,267,936563-96-1,"1-{(3R)-3-[4-amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl]piperidin-1-yl}prop-2-en-1-one"
4150,267,936563-96-1,"1-[(3R)-3-[4-Amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl]piperidin-1-yl]-2-propen-1-one"
4151,267,936563-96-1,PCI-32765-00
4152,267,936563-96-1,"(R)-1-(3-(4-Amino-3-(4-phenoxyphenyl)-1H-pyrazolo-[3,4-d]pyrimidin-1-yl)piperidin-1-yl)prop-2-en-1-one"
4153,267,936563-96-1,"1-[(3R)-3-[4-amino-3-(4-phenoxyphenyl)-1-pyrazolo[3,4-d]pyrimidinyl]-1-piperidinyl]-2-propen-1-one"
4154,267,936563-96-1,"1-[(3R)-3-[4-amino-3-(4-phenoxyphenyl)pyrazolo[3,4-d]pyrimidin-1-yl]piperidin-1-yl]prop-2-en-1-one"
4155,267,936563-96-1,MFCD20261150
4156,267,936563-96-1,UNII-1X70OSD4VX
4158,267,936563-96-1,[936563-96-1]
4159,267,936563-96-1,Ibrutinib (PCI-32765)
4160,267,936563-96-1,Ibrutinib(PCI-32765)
4161,267,936563-96-1,"1-[(3R)-3-[4-amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl]piperidin-1-yl]prop-2-en-1-one"
4162,267,936563-96-1,PCI-32765 (Ibrutinib ()
4163,267,936563-96-1,UNII:1X70OSD4VX
4164,267,936563-96-1,Ibrutinib;PCI32765;PCI 32765
4165,267,936563-96-1,1X70OSD4VX
4166,267,936563-96-1,9566
4169,267,936563-96-1,Ibrutinib|PCI-32765
4170,288,391210-10-9,391210-10-9
4171,288,391210-10-9,Benzamide
4172,288,391210-10-9,"N-[(2R)-2,3-dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]-"
4173,288,391210-10-9,PD-325901
4174,288,391210-10-9,"N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide"
4176,288,391210-10-9,"N-[[(2R)-2,3-dihydroxypropyl]oxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]-"
4177,288,391210-10-9,"(R)-(-)-N-(2,3-dihydroxy-propoxy)-3,4-difluoro-2-(2-fluoro-4-iodophenylamino)-benzamide"
4178,288,391210-10-9,"N-[((R)-2,3-dihydroxypropyl)oxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide"
4179,288,391210-10-9,"(R)-N-(2,3-Dihydroxypropoxy)-3,4-difluoro-2-(2-fluoro-4-iodophenylamino)benzamide"
4180,288,391210-10-9,301210-10-9
4181,288,391210-10-9,"N-[(2R)-2,3-Dihydroxypropoxy]-3,4-difluoro-2[(2-fluoro-4-iodophenyl)amino]-benzamide"
4182,288,391210-10-9,PD0325901
4183,288,391210-10-9,"N-[(2R)-2,3-dihydroxyproposy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]-benzamide"
4184,288,391210-10-9,"N-[(2R)-2,3-Dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]-benzamide"
4185,288,391210-10-9,"N-[(2R)-2,3-Dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]- benzamide"
4186,288,391210-10-9,"N-[(2R)-2,3-Dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide"
4187,288,391210-10-9,PD-0325901
4188,288,391210-10-9,"(R)-N-(2,3-Dihydroxypropoxy)-3,4-difluoro-2-((2-fluoro-4-iodophenyl)amino)benzamide"
4189,288,391210-10-9,PD325901
4190,288,391210-10-9,PD325901 |
4191,288,391210-10-9,MFCD08435926
4192,288,391210-10-9,"Benzamide,N-[(2R)-2,3-dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]-"
4193,288,391210-10-9,391209-97-5
4194,288,391210-10-9,"N-((R)-2,3-Dihydroxy[propoxy)-3,4-difluoro-2-(2-fluoro-4-iodo-phenylamino)-benzamide"
4195,288,391210-10-9,"N-[(2R)-2,3-dihydroxypropoxy]-3,4-difluoro-2-(2-fluoro-4-iodoanilino)benzamide"
4196,288,391210-10-9,"N-[(2R)-2,3-dihydroxypropoxy]-3,4-difluoro-2-(2-fluoro-4-iodo-anilino)benzamide"
4197,288,391210-10-9,PD-0235901
4198,288,391210-10-9,[391210-10-9]
4199,288,391210-10-9,BR-78415
4200,288,391210-10-9,"N-((R)-2,3-dihydroxypropoxy)-2-(2-fluoro-4-iodophenylamino)-3,4-difluorobenzamide"
4201,288,391210-10-9,US8575391
4202,288,391210-10-9,340
4203,288,391210-10-9,"3,4-difluoro-2-[(2-fluoro-4-iodo-phenyl)amino]-N-glyceryloxy-benzamide"
4204,288,391210-10-9,"N-[(2R)-2,3-dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodo-phenyl)amino]benzamide"
4205,288,391210-10-9,PD-0325901|PD0325901
4206,288,391210-10-9,"(S)-N-(2,3-dihydroxypropoxy)-3,4-difluoro-2-((2-fluoro-4-iodophenyl)amino)benzamide"
4207,288,391210-10-9,"N-(2R)-2,3-dihydroxyproposy-3,4-difluoro-2-(2-fluoro-4-iodophenyl)amino-benzamide"
4208,288,391210-10-9,"N-(2R)-2,3-dihydroxypropoxy-3,4-diflu oro-2-(2-fluoro-4-iodophenyl)amino-benzamide"
4209,288,391210-10-9,PD 0325901
4212,288,391210-10-9,870474-62-7
4213,288,391210-10-9,PD-03259011
4214,288,391210-10-9,PD 325901
4215,288,391210-10-9,"(R)-N-(2,3-Dihydroxypropoxy)-3,4-difluoro-2-((2-fl"
4216,288,391210-10-9,Not available
4217,288,391210-10-9,4BM
4218,288,391210-10-9,c16h14f3in2o4
4219,288,391210-10-9,pd0325901 (pd325901)
4220,288,391210-10-9,"N-((r)-2,3-dihydroxy-propoxy)-3,4-difluoro-2-(2-fluoro-4-iodo-phenylamino)-benzamide"
4221,211,827022-32-2,mevastatin
4222,211,827022-32-2,PD0332991
4223,211,827022-32-2,571189-11-2
4224,211,827022-32-2,827022-32-2
4225,211,827022-32-2,Palbociclib
4226,211,827022-32-2,827022-33-3
4227,211,827022-32-2,PD 0332991 HCl
4228,211,827022-32-2,PD 0332991 (Palbociclib) HCl
4229,211,827022-32-2,PD 0332991 hydrochloride
4230,211,827022-32-2,Palbociclib HCl
4231,211,827022-32-2,"6-acetyl-8-cyclopentyl-5-methyl-2-[(5-piperazin-1-ylpyridin-2-yl)amino]pyrido[2,3-d]pyrimidin-7-one"
4232,211,827022-32-2,Palbociclib hydrochloride
4233,211,827022-32-2,1279034-84-2
4234,211,827022-32-2,"Pyrido[2,3-d]pyrimidin-7(8H)-one"
4235,211,827022-32-2,6-acetyl-8-cyclopentyl-5-methyl-2-[[5-(1-piperazinyl)-2-pyridinyl]amino]-
4236,211,827022-32-2,hydrochloride (1:1)
4237,211,827022-32-2,"6-Acetyl-8-cyclopentyl-5-methyl-2-{[5-(1-piperazinyl)-2-pyridinyl]amino}pyrido[2,3-d]pyrimidin-7(8H)-one hydrochloride (1:1)"
4238,211,827022-32-2,"6-acetyl-8-cyclopentyl-5-methyl-2-((5-(piperazin-1-yl)pyridin-2-yl)amino)pyrido[2,3-d]pyrimidin-7(8H)-one hydrochloride"
4239,211,827022-32-2,PD 0332991 (hydrochloride)
4240,211,827022-32-2,"6-Acetyl-8-cyclopentyl-5-methyl-2-(5-(piperazin-1-yl)pyridin-2-ylamino)pyrido[2,3-d]pyrimidin-7(8H)-one hydrochloride"
4241,211,827022-32-2,MFCD22420809
4242,211,827022-32-2,PD-0332991 HCl
4243,211,827022-32-2,[827022-32-2]
4244,211,827022-32-2,Palbociclib (hydrochloride)
4245,211,827022-32-2,PD0332991 hydrochloride
4246,211,827022-32-2,PD-0332991 hydrochloride
4247,211,827022-32-2,PD0332991 HCl
4248,211,827022-32-2,Palbociclib (PD-0332991) HCl
4249,211,827022-32-2,Palbociclib(PD0332991)
4251,211,827022-32-2,571190-30-2 (free base)
4252,211,827022-32-2,"6-acetyl-8-cyclopentyl-5-methyl-2-[(5-piperazin-1-ylpyridin-2-yl)amino]pyrido[2,3-d]pyrimidin-7-one and hydrochloride"
4253,211,827022-32-2,"6-Acetyl-8-cyclopentyl-5-methyl-2-((5-(piperazin-1-yl)pyridin-2-yl)amino)pyrido[2,3-d]pyrimidin-7(8H)-one hydrochloride (20:37)"
4254,211,827022-32-2,PD0332991;PD-0332991;PD 0332991
4255,211,827022-32-2,PD-0332991 hydrochloride;PD0332991 hydrochloride;PD 0332991 hydrochloride
4256,211,827022-32-2,"6-ACETYL-8-CYCLOPENTYL-5-METHYL-2-{[5-(PIPERAZIN-1-YL)PYRIDIN-2-YL]AMINO}PYRIDO[2,3-D]PYRIMIDIN-7-ONE HYDROCHLORIDE"
4257,211,827022-32-2,"6-acetyl-8-cyclopentyl-5-methyl-2-[(5-piperazin-1-ylpyridin-2-yl)amino]pyrido[2,3-d]pyrimidin-7-one hydrochloride"
4258,211,827022-32-2,2-Pyrrolidinone
4259,211,827022-32-2,5-(4-piperidinyl)-
4260,211,827022-32-2,hydrochloride
4261,211,827022-32-2,"6-acetyl-8-cyclopentyl-5-methyl-2-((5-(piperazin-1-yl)pyridin-2-yl)amino)pyrido[2,3-d]pyrimidin-7(8h)-one hydrochloride(wx135243s1)"
4262,211,827022-32-2,palbociclib (pd0332991 hcl)
4263,211,827022-32-2,palbociclib (pd-0332991) hydrochloride
4264,211,827022-32-2,pd0332991.hcl
4265,211,827022-32-2,"pyrido[2,3-d]pyrimidin-7(8h)-one,6-acetyl-8-cyclopentyl-5-methyl-2-[[5-(1-piperazinyl)-2-pyridinyl]amino]-,monohydrochloride"
4266,211,827022-32-2,pd0332991hcl
4267,211,827022-32-2,"6-ACetyl-8-cyclopentyl-5-methyl-2-((5-(piperazin-1-yl)pyridin-2-yl)amino)pyrido[2,3-d]pyrimidin-7(8H)-one hydrochloride(20:37)"
4268,211,827022-32-2,"6-acetyl-8-cyclopentyl-5-methyl-2-[[5-(1-piperazinyl)-2-pyridyl]amino]pyrido[2,3-d]pyrimidin-7(8h)-one hydrochloride"
4269,206,212631-79-3,"2-(2-chloro-4-iodophenylamino)-N-cyclopropylmethoxy-3,4-difluorobenzamide"
4270,206,212631-79-3,C120227
4271,206,212631-79-3,CI 1040
4272,206,212631-79-3,PD 184352
4273,206,212631-79-3,PD184352
4274,206,212631-79-3,Benzamide
4275,206,212631-79-3,"2-[(2-chloro-4-iodophenyl)amino]-N-(cyclopropylmethoxy)-3,4-difluoro-"
4276,206,212631-79-3,212631-79-3
4277,206,212631-79-3,"2-[(2-Chloro-4-iodophenyl)amino]-N-(cyclopropylmethoxy)-3,4-difluorobenzamide"
4278,206,212631-79-3,"2-(2-Chloro-4-iodo-phenylamino)-N-cyclopropylmethoxy-3,4-difluoro-benzamide"
4279,206,212631-79-3,"2-(2-chloro-4-iodophenylamino)-N-(cyclopropylmethoxy)-3,4-difluorobenzamide"
4280,206,212631-79-3,CI-1040 (PD184352)
4281,206,212631-79-3,"2-[(2-Chloro-4-iodophenyl)amino]-N-cyclopropylmethoxy)-3,4-difluorobenzamide"
4282,206,212631-79-3,PD-18435
4283,206,212631-79-3,CI-1040 |
4284,206,212631-79-3,"PD 184,352"
4286,206,212631-79-3,Free Base
4287,206,212631-79-3,CI1040
4288,206,212631-79-3,"2-[(2-chloro-4-iodophenyl)amino]-N-(cyclopropylmethoxy)-3,4-difluoro-benzamide"
4289,206,212631-79-3,MFCD02683961
4290,206,212631-79-3,"4-iodophenylamino)-N-(cyclopropylmethoxy)-3,4-difluorobenzamide"
4291,206,212631-79-3,"3,4-Difluoro-2-(2-chloro-4-iodophenylamino)-N-cyclopropylmethoxybenzamide"
4292,206,212631-79-3,C.I. 1040
4293,206,212631-79-3,"2-((2-Chloro-4-iodophenyl)amino)-N-(cyclopropylmethoxy)-3,4-difluorobenzamide"
4294,206,212631-79-3,PD184352 (CI-1040)
4295,206,212631-79-3,"PD184,352"
4296,206,212631-79-3,[212631-79-3]
4297,206,212631-79-3,"2-(2-chloro-4-iodoanilino)-N-(cyclopropylmethoxy)-3,4-difluorobenzamide"
4298,206,212631-79-3,CHEMBL105442
4299,206,212631-79-3,"2-[(2-chloro-4-iodo-phenyl)amino]-N-(cyclopropylmethoxy)-3,4-difluoro-benzamide"
4300,206,212631-79-3,CI 1040|CI1040|PD-184352|PD184352
4301,206,212631-79-3,CI1040;CI 1040;PD184352;PD-184352;PD 184352
4302,206,212631-79-3,Not available
4303,206,212631-79-3,pd 184352ci-1040
4304,206,212631-79-3,pd-184352(ci-1040)
4305,213,1276121-88-0,Btp2 |
4306,213,1276121-88-0,PF 3644022
4307,213,1276121-88-0,"(10R)-10-Methyl-3-(6-methyl-3-pyridinyl)-9,10,11,12-tetrahydro-8H-[1,4]diazepino[5',6':4,5]thieno[3,2-f]quinolin-8-one"
4308,213,1276121-88-0,"8H-[1,4]Diazepino[5',6':4,5]thieno[3,2-f]quinolin-8-one"
4309,213,1276121-88-0,"9,10,11,12-tetrahydro-10-methyl-3-(6-methyl-3-pyridinyl)-"
4310,213,1276121-88-0,(10R)-
4311,213,1276121-88-0,1276121-88-0
4312,213,1276121-88-0,[1276121-88-0]
4313,213,1276121-88-0,"(10R)-10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-[1,4]diazepino[5',6':4,5]thieno[3,2-f]quinolin-8-one"
4314,213,1276121-88-0,"(15R)-15-methyl-5-(6-methylpyridin-3-yl)-11-thia-6,14,17-triazatetracyclo[8.8.0.02,7.012,18]octadeca-1(10),2,4,6,8,12(18)-hexaen-13-one"
4315,213,1276121-88-0,PF3644022
4316,213,1276121-88-0,PF-3644022
4317,213,1276121-88-0,PF 3644022|PF3644022
4318,213,1276121-88-0,"(15R)-15-methyl-5-(6-methylpyridin-3-yl)-11-thia-6,14,17-triazatetracyclo[8.8.0.0²,⁷.0¹²,¹⁸]octadeca-1(10),2(7),3,5,8,12(18)-hexaen-13-one"
4319,213,1276121-88-0,Not available
4320,214,1255517-76-0,PF 4708671
4321,214,1255517-76-0,2-[[4-(5-Ethylpyrimidin-4-yl)piperazin-1-yl]methyl]-5-(trifluoromethyl)-1H-benzo[d]imidazole
4322,214,1255517-76-0,PF-04708671
4323,214,1255517-76-0,PF-4708671
4324,214,1255517-76-0,1255517-76-0
4325,214,1255517-76-0,2-[[4-(5-ethyl-4-pyrimidinyl)-1-piperazinyl]methyl]-6-(trifluoromethyl)-1H-benzimidazole
4326,214,1255517-76-0,PF 04708671
4327,214,1255517-76-0,2-((4-(5-ethylpyrimidin-4-yl)piperazin-1-yl)methyl)-5-(trifluoromethyl)-1H-benzo[d]imidazole
4328,214,1255517-76-0,1H-Benzimidazole
4329,214,1255517-76-0,2-[[4-(5-ethyl-4-pyrimidinyl)-1-piperazinyl]methyl]-6-(trifluoromethyl)-
4331,214,1255517-76-0,2-[[4-(5-ethyl-4-pyrimidinyl)-1-piperazinyl]methyl]-5-(trifluoromethyl)-
4332,214,1255517-76-0,2-{[4-(5-Ethyl-4-pyrimidinyl)-1-piperazinyl]methyl}-5-(trifluoromethyl)-1H-benzimidazole
4333,214,1255517-76-0,PF4708671
4334,214,1255517-76-0,[1255517-76-0]
4335,214,1255517-76-0,2-[[4-(5-ethylpyrimidin-4-yl)piperazin-1-yl]methyl]-6-(trifluoromethyl)-1H-benzimidazole
4336,214,1255517-76-0,MFCD18086922
4337,214,1255517-76-0,2-[4-(5-Ethyl-pyrimidin-4-yl)-piperazin-1-ylmethyl]-5-trifluoromethyl-1H-benzoimidazole
4338,214,1255517-76-0,2-((4-(5-Ethylpyrimidin-4-yl)piperazin-1-yl)methyl)-6-(trifluoromethyl)-1H-benzo[d]imidazole
4339,214,1255517-76-0,2-{[4-(5-Ethylpyrimidin-4-Yl)piperazin-1-Yl]methyl}-5-(Trifluoromethyl)-1h-Benzimidazole
4340,214,1255517-76-0,5FI
4341,214,1255517-76-0,AGN-PC-0940P1
4342,214,1255517-76-0,CHEMBL2134202
4343,214,1255517-76-0,GTPL8036
4344,214,1255517-76-0,MLS006011193
4345,214,1255517-76-0,PF 4708671;PF4708671
4346,214,1255517-76-0,2-{[4-(5-Ethylpyrimidin-4-yl)piperazin-1-yl]methyl}-6-(trifluoromethyl)-1H-benzimidazole
4347,83,371935-74-9,371935-74-9
4348,83,371935-74-9,PI 103 hydrochloride
4349,83,371935-74-9,[371935-74-9]
4350,83,371935-74-9,"3-(4-(4-Morpholinyl)pyrido[3',2':4,5]furo[3,2-d]pyrimidin-2-yl)phenol"
4351,83,371935-74-9,Kinome_3597
4352,83,371935-74-9,"3-[6-(morpholin-4-yl)-8-oxa-3,5,10-triazatricyclo[7.4.0.02,7]trideca-1(13),2,4,6,9,11-hexaen-4-yl]phenol"
4353,83,371935-74-9,PI103
4354,83,371935-74-9,"3-[4-(4-Morpholinyl)pyrido[3',2':4,5]furo[3,2-d]pyrimidin-2-yl]phenol"
4355,83,371935-74-9,Phenol
4356,83,371935-74-9,"3-[4-(4-morpholinyl)pyrido[3',2':4,5]furo[3,2-d]pyrimidin-2-yl]-"
4357,83,371935-74-9,"3-[4-Morpholin-4-ylpyrido[3',2':4,5]furo[3,2-d]pyriMidin-2-yl]phenol"
4358,83,371935-74-9,"3-(4-morpholinopyrido[3',2':4,5]furo[3,2-d]pyrimidin-2-yl)phenol"
4359,83,371935-74-9,"3-[4-(4-morpholinyl)pyrido[3’,2’:4,5]furo[3,2-d]pyrimidin-2-yl]-phenol"
4360,83,371935-74-9,"3-[4-(4-morpholinyl)pyrido[3Õ,2Õ:4,5]furo[3,2-d]pyrimidin-2-yl]-phenol"
4361,83,371935-74-9,cid_9884685
4362,83,371935-74-9,pyridofuropyrimidine derivative
4363,83,371935-74-9,2
4364,83,371935-74-9,MFCD11983145
4365,83,371935-74-9,"3-(4-morpholin-4-ylpyrido[2,3]furo[2,4-b]pyrimidin-2-yl)phenol"
4366,83,371935-74-9,PI 103
4367,83,371935-74-9,PIK 103
4368,83,371935-74-9,":4,5]furo[3,2-d]pyrimidin-2-yl)phenol"
4369,83,371935-74-9,UNII-YQX02F616F
4370,83,371935-74-9,PI 103|PIK 103
4371,83,371935-74-9,UNII:YQX02F616F
4372,83,371935-74-9,PI 103;PI103
4373,83,371935-74-9,PI - 103
4374,83,371935-74-9,compound 2 [PMID: 17601739]
4375,83,371935-74-9,"3-[4-(morpholin-4-yl)pyrido[3',2':4,5]furo[3,2-d]pyrimidin-2-yl]phenol"
4376,83,371935-74-9,PIK-103
4377,83,371935-74-9,"3-[4-(4-morpholinyl)pyrido[3',2':4,5]furo[3,2-d]pyrimidin-2-yl]"
4378,83,371935-74-9,"3-(4-Morpholin-4-Ylpyrido[3',2':4,5]furo[3,2-D]pyrimidin-2-Yl)phenol"
4379,83,371935-74-9,X6K
4380,83,371935-74-9,YQX02F616F
4381,83,371935-74-9,"3-[4-(4-morpholinyl)pyrido[3â€™,2â€™:4,5]furo[3,2-d]pyrimidin-2-yl]-phenol"
4382,160,10083-24-6,10083-24-6
4383,160,10083-24-6,Astringinine
4384,160,10083-24-6,E-Piceatannol
4385,160,10083-24-6,3-hydroxyresveratol
4386,160,10083-24-6,"3,3',4'5-Tetrahydroxystilbene"
4387,160,10083-24-6,"3,3',4,5'-Stilbenetetrol"
4388,160,10083-24-6,"3,5,3',4'-tetrahydroxystilbene"
4389,160,10083-24-6,"3,3',4,5'-tetrahydroxystilbene"
4390,160,10083-24-6,"trans-3,3',4,5'-tetrahydroxystilbene"
4391,160,10083-24-6,K00089
4392,160,10083-24-6,"4-(2-(3,5-Dihydroxyphenyl)vinyl)-1,2-benzenediol"
4393,160,10083-24-6,"(E)-4-[2-(3,5Dihydroxyphenyl)ethenyl]1,2-benzenediol"
4394,160,10083-24-6,"1,2-Benzenediol"
4395,160,10083-24-6,"4-(2-(3,5-dihydroxyphenyl)ethenyl)-"
4396,160,10083-24-6,"3,3′,4,5′-Tetrahydroxy-trans-stilbene"
4397,160,10083-24-6,"4-[(E)-2-(3,5-Dihydroxyphenyl)vinyl]benzene-1,2-diol"
4398,160,10083-24-6,"4-[(1E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2-diol"
4401,160,10083-24-6,21100-92-5
4402,160,10083-24-6,4339-71-3
4403,160,10083-24-6,"3,3',4',5-tetrahydroxystilbene"
4404,160,10083-24-6,"4-[(1E)-2-(3,5-Dihydroxyphenyl)ethenyl]-1,2-benzenediol"
4405,160,10083-24-6,PIT
4406,160,10083-24-6,"4-[(E)-2-(3,5-Dihydroxyphenyl)vinyl]-1,2-benzenediol"
4408,160,10083-24-6,"4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]-"
4409,160,10083-24-6,1879860
4410,160,10083-24-6,"4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2-diol"
4411,160,10083-24-6,"(E)-4-(3,5-dihydroxystyryl)benzene-1,2-diol"
4412,160,10083-24-6,"4-[(E)-2-(3,5-dihydroxyphenyl)vinyl]benzene-1,2-diol(Piceatannol)"
4413,160,10083-24-6,"4-[2-(3,5-dihydroxyphenyl)-(E)-1-ethenyl]-1,2-benzenediol"
4414,160,10083-24-6,"4-[2-(3,5-dihydroxyphenyl)-(E)-1-ethenyl]-1,2-benzenediol(Piceatannol)"
4415,160,10083-24-6,"(E)-4-[2-(3,5-Dihydroxyphenyl)ethenyl]1,2-benzenediol"
4416,160,10083-24-6,[10083-24-6]
4417,160,10083-24-6,trans-Piceatannol
4418,160,10083-24-6,"3,4,3',5'-Tetrahydroxy-trans-stilbene"
4419,160,10083-24-6,"5-[(E)-2-(3,4-Dihydroxyphenyl)vinyl]benzene-1,3-diol"
4420,160,10083-24-6,NSC-365798
4421,160,10083-24-6,"4-[(E)-2-[3,5-bis(oxidanyl)phenyl]ethenyl]benzene-1,2-diol"
4422,160,10083-24-6,106325-86-4
4423,160,10083-24-6,CIS-PICEATANNOL
4424,160,10083-24-6,CZ8937690
4425,160,10083-24-6,MFCD00221715
4427,160,10083-24-6,"4-[2-(3,5-dihydroxyphenyl)ethenyl]-"
4428,160,10083-24-6,"5-[(E)-2-(3,4-dihydroxyphenyl)ethenyl]benzene-1,3-diol"
4429,160,10083-24-6,R 483 | BM 131258 |
4430,160,10083-24-6,"3,3â€²,4,5â€²-Tetrahydroxy-trans-stilbene"
